scene,aoi_slug,pair_id,tile_idx,r2_mean,land_cover,land_cover_group,emit_b32_path,s2_path
lat38.5_lon-98.5_20230822_T14SNH_t095,aoi_lat38.5_lon-98.5,20230822T175229_T14SNH_20230825,95,0.8648764714598656,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat38.5_lon-98.5/20230822T175229_T14SNH_20230825/tiles/20230822T175229_T14SNH_20230825_tile095_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat38.5_lon-98.5/20230822T175229_T14SNH_20230825/tiles/20230822T175229_T14SNH_20230825_tile095_s2.tif
lat49.0_lon34.0_20250606_T36UWV_t063,aoi_lat49.0_lon34.0,20250606T090916_T36UWV_20250607,63,0.9482616689056158,cropland/steppe,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat49.0_lon34.0/20250606T090916_T36UWV_20250607/tiles/20250606T090916_T36UWV_20250607_tile063_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat49.0_lon34.0/20250606T090916_T36UWV_20250607/tiles/20250606T090916_T36UWV_20250607_tile063_s2.tif
lat38.5_lon-98.5_20230822_T14SNH_t191,aoi_lat38.5_lon-98.5,20230822T175229_T14SNH_20230825,191,0.953282279893756,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat38.5_lon-98.5/20230822T175229_T14SNH_20230825/tiles/20230822T175229_T14SNH_20230825_tile191_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat38.5_lon-98.5/20230822T175229_T14SNH_20230825/tiles/20230822T175229_T14SNH_20230825_tile191_s2.tif
lat-27.0_lon27.5_20240703_T35JNL_t059,aoi_lat-27.0_lon27.5,20240703T083739_T35JNL_20240704,59,0.9391836877912284,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-27.0_lon27.5/20240703T083739_T35JNL_20240704/tiles/20240703T083739_T35JNL_20240704_tile059_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-27.0_lon27.5/20240703T083739_T35JNL_20240704/tiles/20240703T083739_T35JNL_20240704_tile059_s2.tif
lat-31.5_lon117.5_20260303_T50JNL_t123,aoi_lat-31.5_lon117.5,20260303T022300_T50JNL_20260303,123,0.9683941677212716,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-31.5_lon117.5/20260303T022300_T50JNL_20260303/tiles/20260303T022300_T50JNL_20260303_tile123_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-31.5_lon117.5/20260303T022300_T50JNL_20260303/tiles/20260303T022300_T50JNL_20260303_tile123_s2.tif
lat45.5_lon40.0_20230808_T37TEL_t114,aoi_lat45.5_lon40.0,20230808T082636_T37TEL_20230808,114,0.9782246500253676,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat45.5_lon40.0/20230808T082636_T37TEL_20230808/tiles/20230808T082636_T37TEL_20230808_tile114_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat45.5_lon40.0/20230808T082636_T37TEL_20230808/tiles/20230808T082636_T37TEL_20230808_tile114_s2.tif
lat30.5_lon74.5_20231203_T43RDP_t043,aoi_lat30.5_lon74.5,20231203T061043_T43RDP_20231203,43,0.9273747466504574,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat30.5_lon74.5/20231203T061043_T43RDP_20231203/tiles/20231203T061043_T43RDP_20231203_tile043_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat30.5_lon74.5/20231203T061043_T43RDP_20231203/tiles/20231203T061043_T43RDP_20231203_tile043_s2.tif
lat14.5_lon33.5_20251024_T36PWB_t085,aoi_lat14.5_lon33.5,20251024T083645_T36PWB_20251025,85,0.8879630472511053,cropland/arid,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat14.5_lon33.5/20251024T083645_T36PWB_20251025/tiles/20251024T083645_T36PWB_20251025_tile085_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat14.5_lon33.5/20251024T083645_T36PWB_20251025/tiles/20251024T083645_T36PWB_20251025_tile085_s2.tif
lat51.0_lon46.0_20241013_T38UNB_t033,aoi_lat51.0_lon46.0,20241013T083153_T38UNB_20241013,33,0.9700936879962684,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat51.0_lon46.0/20241013T083153_T38UNB_20241013/tiles/20241013T083153_T38UNB_20241013_tile033_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat51.0_lon46.0/20241013T083153_T38UNB_20241013/tiles/20241013T083153_T38UNB_20241013_tile033_s2.tif
lat51.0_lon46.0_20241013_T38UNB_t046,aoi_lat51.0_lon46.0,20241013T083153_T38UNB_20241013,46,0.966215742751956,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat51.0_lon46.0/20241013T083153_T38UNB_20241013/tiles/20241013T083153_T38UNB_20241013_tile046_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat51.0_lon46.0/20241013T083153_T38UNB_20241013/tiles/20241013T083153_T38UNB_20241013_tile046_s2.tif
lat47.5_lon-100.5_20231008_T14TLT_t089,aoi_lat47.5_lon-100.5,20231008T175101_T14TLT_20231010,89,0.8632297236472368,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat47.5_lon-100.5/20231008T175101_T14TLT_20231010/tiles/20231008T175101_T14TLT_20231010_tile089_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat47.5_lon-100.5/20231008T175101_T14TLT_20231010/tiles/20231008T175101_T14TLT_20231010_tile089_s2.tif
lat51.0_lon46.0_20241013_T38UNB_t173,aoi_lat51.0_lon46.0,20241013T083153_T38UNB_20241013,173,0.938887482509017,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat51.0_lon46.0/20241013T083153_T38UNB_20241013/tiles/20241013T083153_T38UNB_20241013_tile173_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat51.0_lon46.0/20241013T083153_T38UNB_20241013/tiles/20241013T083153_T38UNB_20241013_tile173_s2.tif
lat32.0_lon35.8_20240803_T37SBR_t133,aoi_lat32.0_lon35.8,20240803T081201_T37SBR_20240802,133,0.9612343795597552,cropland/arid,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat32.0_lon35.8/20240803T081201_T37SBR_20240802/tiles/20240803T081201_T37SBR_20240802_tile133_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat32.0_lon35.8/20240803T081201_T37SBR_20240802/tiles/20240803T081201_T37SBR_20240802_tile133_s2.tif
lat38.5_lon-98.5_20230822_T14SNH_t091,aoi_lat38.5_lon-98.5,20230822T175229_T14SNH_20230825,91,0.9386768396943808,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat38.5_lon-98.5/20230822T175229_T14SNH_20230825/tiles/20230822T175229_T14SNH_20230825_tile091_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat38.5_lon-98.5/20230822T175229_T14SNH_20230825/tiles/20230822T175229_T14SNH_20230825_tile091_s2.tif
lat36.5_lon-119.5_20250601_T11SKA_t183,aoi_lat36.5_lon-119.5,20250601T191055_T11SKA_20250530,183,0.9139569867402316,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat36.5_lon-119.5/20250601T191055_T11SKA_20250530/tiles/20250601T191055_T11SKA_20250530_tile183_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat36.5_lon-119.5/20250601T191055_T11SKA_20250530/tiles/20250601T191055_T11SKA_20250530_tile183_s2.tif
lat36.5_lon-119.5_20250601_T11SKA_t150,aoi_lat36.5_lon-119.5,20250601T191055_T11SKA_20250530,150,0.9744429662823676,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat36.5_lon-119.5/20250601T191055_T11SKA_20250530/tiles/20250601T191055_T11SKA_20250530_tile150_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat36.5_lon-119.5/20250601T191055_T11SKA_20250530/tiles/20250601T191055_T11SKA_20250530_tile150_s2.tif
lat51.0_lon46.0_20241013_T38UNB_t117,aoi_lat51.0_lon46.0,20241013T083153_T38UNB_20241013,117,0.8710594791918993,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat51.0_lon46.0/20241013T083153_T38UNB_20241013/tiles/20241013T083153_T38UNB_20241013_tile117_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat51.0_lon46.0/20241013T083153_T38UNB_20241013/tiles/20241013T083153_T38UNB_20241013_tile117_s2.tif
lat32.0_lon35.8_20240803_T37SBR_t131,aoi_lat32.0_lon35.8,20240803T081201_T37SBR_20240802,131,0.9426470808684826,cropland/arid,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat32.0_lon35.8/20240803T081201_T37SBR_20240802/tiles/20240803T081201_T37SBR_20240802_tile131_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat32.0_lon35.8/20240803T081201_T37SBR_20240802/tiles/20240803T081201_T37SBR_20240802_tile131_s2.tif
lat51.0_lon67.0_20230613_T42UUB_t192,aoi_lat51.0_lon67.0,20230613T062236_T42UUB_20230614,192,0.8006595093756914,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat51.0_lon67.0/20230613T062236_T42UUB_20230614/tiles/20230613T062236_T42UUB_20230614_tile192_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat51.0_lon67.0/20230613T062236_T42UUB_20230614/tiles/20230613T062236_T42UUB_20230614_tile192_s2.tif
lat32.0_lon35.8_20240803_T37SBR_t057,aoi_lat32.0_lon35.8,20240803T081201_T37SBR_20240802,57,0.8604073710739613,cropland/arid,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat32.0_lon35.8/20240803T081201_T37SBR_20240802/tiles/20240803T081201_T37SBR_20240802_tile057_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat32.0_lon35.8/20240803T081201_T37SBR_20240802/tiles/20240803T081201_T37SBR_20240802_tile057_s2.tif
lat45.5_lon40.0_20230808_T37TEL_t093,aoi_lat45.5_lon40.0,20230808T082636_T37TEL_20230808,93,0.977039448916912,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat45.5_lon40.0/20230808T082636_T37TEL_20230808/tiles/20230808T082636_T37TEL_20230808_tile093_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat45.5_lon40.0/20230808T082636_T37TEL_20230808/tiles/20230808T082636_T37TEL_20230808_tile093_s2.tif
lat36.5_lon-119.5_20250601_T11SKA_t185,aoi_lat36.5_lon-119.5,20250601T191055_T11SKA_20250530,185,0.9755519181489944,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat36.5_lon-119.5/20250601T191055_T11SKA_20250530/tiles/20250601T191055_T11SKA_20250530_tile185_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat36.5_lon-119.5/20250601T191055_T11SKA_20250530/tiles/20250601T191055_T11SKA_20250530_tile185_s2.tif
lat32.0_lon35.8_20240803_T37SBR_t045,aoi_lat32.0_lon35.8,20240803T081201_T37SBR_20240802,45,0.9646950606256725,cropland/arid,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat32.0_lon35.8/20240803T081201_T37SBR_20240802/tiles/20240803T081201_T37SBR_20240802_tile045_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat32.0_lon35.8/20240803T081201_T37SBR_20240802/tiles/20240803T081201_T37SBR_20240802_tile045_s2.tif
lat32.0_lon35.8_20240803_T37SBR_t095,aoi_lat32.0_lon35.8,20240803T081201_T37SBR_20240802,95,0.9256537836045028,cropland/arid,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat32.0_lon35.8/20240803T081201_T37SBR_20240802/tiles/20240803T081201_T37SBR_20240802_tile095_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat32.0_lon35.8/20240803T081201_T37SBR_20240802/tiles/20240803T081201_T37SBR_20240802_tile095_s2.tif
lat-31.5_lon117.5_20260303_T50JNL_t165,aoi_lat-31.5_lon117.5,20260303T022300_T50JNL_20260303,165,0.967825084924698,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-31.5_lon117.5/20260303T022300_T50JNL_20260303/tiles/20260303T022300_T50JNL_20260303_tile165_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-31.5_lon117.5/20260303T022300_T50JNL_20260303/tiles/20260303T022300_T50JNL_20260303_tile165_s2.tif
lat38.5_lon-98.5_20230822_T14SNH_t097,aoi_lat38.5_lon-98.5,20230822T175229_T14SNH_20230825,97,0.8961520604789257,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat38.5_lon-98.5/20230822T175229_T14SNH_20230825/tiles/20230822T175229_T14SNH_20230825_tile097_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat38.5_lon-98.5/20230822T175229_T14SNH_20230825/tiles/20230822T175229_T14SNH_20230825_tile097_s2.tif
lat47.5_lon-100.5_20231008_T14TLT_t028,aoi_lat47.5_lon-100.5,20231008T175101_T14TLT_20231010,28,0.9485213030129672,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat47.5_lon-100.5/20231008T175101_T14TLT_20231010/tiles/20231008T175101_T14TLT_20231010_tile028_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat47.5_lon-100.5/20231008T175101_T14TLT_20231010/tiles/20231008T175101_T14TLT_20231010_tile028_s2.tif
lat36.5_lon-119.5_20250601_T11SKA_t166,aoi_lat36.5_lon-119.5,20250601T191055_T11SKA_20250530,166,0.9745365865528584,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat36.5_lon-119.5/20250601T191055_T11SKA_20250530/tiles/20250601T191055_T11SKA_20250530_tile166_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat36.5_lon-119.5/20250601T191055_T11SKA_20250530/tiles/20250601T191055_T11SKA_20250530_tile166_s2.tif
lat32.0_lon35.8_20240803_T37SBR_t031,aoi_lat32.0_lon35.8,20240803T081201_T37SBR_20240802,31,0.9774475283920764,cropland/arid,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat32.0_lon35.8/20240803T081201_T37SBR_20240802/tiles/20240803T081201_T37SBR_20240802_tile031_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat32.0_lon35.8/20240803T081201_T37SBR_20240802/tiles/20240803T081201_T37SBR_20240802_tile031_s2.tif
lat49.0_lon34.0_20250606_T36UWV_t069,aoi_lat49.0_lon34.0,20250606T090916_T36UWV_20250607,69,0.9701373502612114,cropland/steppe,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat49.0_lon34.0/20250606T090916_T36UWV_20250607/tiles/20250606T090916_T36UWV_20250607_tile069_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat49.0_lon34.0/20250606T090916_T36UWV_20250607/tiles/20250606T090916_T36UWV_20250607_tile069_s2.tif
lat17.0_lon95.5_20251224_T46QGD_t278,aoi_lat17.0_lon95.5,20251224T041516_T46QGD_20251227,278,0.8386037666350603,cropland/wetland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat17.0_lon95.5/20251224T041516_T46QGD_20251227/tiles/20251224T041516_T46QGD_20251227_tile278_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat17.0_lon95.5/20251224T041516_T46QGD_20251227/tiles/20251224T041516_T46QGD_20251227_tile278_s2.tif
lat30.5_lon74.5_20231203_T43RDP_t026,aoi_lat30.5_lon74.5,20231203T061043_T43RDP_20231203,26,0.8819102849811316,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat30.5_lon74.5/20231203T061043_T43RDP_20231203/tiles/20231203T061043_T43RDP_20231203_tile026_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat30.5_lon74.5/20231203T061043_T43RDP_20231203/tiles/20231203T061043_T43RDP_20231203_tile026_s2.tif
lat30.5_lon74.5_20231203_T43RDP_t019,aoi_lat30.5_lon74.5,20231203T061043_T43RDP_20231203,19,0.9690103735774755,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat30.5_lon74.5/20231203T061043_T43RDP_20231203/tiles/20231203T061043_T43RDP_20231203_tile019_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat30.5_lon74.5/20231203T061043_T43RDP_20231203/tiles/20231203T061043_T43RDP_20231203_tile019_s2.tif
lat45.5_lon40.0_20230808_T37TEL_t183,aoi_lat45.5_lon40.0,20230808T082636_T37TEL_20230808,183,0.9792461451143026,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat45.5_lon40.0/20230808T082636_T37TEL_20230808/tiles/20230808T082636_T37TEL_20230808_tile183_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat45.5_lon40.0/20230808T082636_T37TEL_20230808/tiles/20230808T082636_T37TEL_20230808_tile183_s2.tif
lat38.5_lon-8.0_20230407_T29SNC_t156,aoi_lat38.5_lon-8.0,20230407T111926_T29SNC_20230409,156,0.8818658031523228,temperate_forest,forest,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat38.5_lon-8.0/20230407T111926_T29SNC_20230409/tiles/20230407T111926_T29SNC_20230409_tile156_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat38.5_lon-8.0/20230407T111926_T29SNC_20230409/tiles/20230407T111926_T29SNC_20230409_tile156_s2.tif
lat38.5_lon-8.0_20230407_T29SNC_t105,aoi_lat38.5_lon-8.0,20230407T111926_T29SNC_20230409,105,0.8853606376796961,temperate_forest,forest,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat38.5_lon-8.0/20230407T111926_T29SNC_20230409/tiles/20230407T111926_T29SNC_20230409_tile105_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat38.5_lon-8.0/20230407T111926_T29SNC_20230409/tiles/20230407T111926_T29SNC_20230409_tile105_s2.tif
lat47.5_lon24.5_20250805_T35TLN_t131,aoi_lat47.5_lon24.5,20250805T093050_T35TLN_20250805,131,0.8429605215787888,temperate_forest,forest,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat47.5_lon24.5/20250805T093050_T35TLN_20250805/tiles/20250805T093050_T35TLN_20250805_tile131_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat47.5_lon24.5/20250805T093050_T35TLN_20250805/tiles/20250805T093050_T35TLN_20250805_tile131_s2.tif
lat-13.5_lon131.0_20230902_T52LGL_t188,aoi_lat-13.5_lon131.0,20230902T014519_T52LGL_20230901,188,0.8783829864114523,tropical_dry_forest,forest,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-13.5_lon131.0/20230902T014519_T52LGL_20230901/tiles/20230902T014519_T52LGL_20230901_tile188_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-13.5_lon131.0/20230902T014519_T52LGL_20230901/tiles/20230902T014519_T52LGL_20230901_tile188_s2.tif
